Feature_0,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Actual Outcome,prob_0,prob_1
0.3975756065677046,0.3396969800280619,0.24042832442814044,0.9206583563815717,0.9804657460120031,0.7669509568426438,-1.4391205687439839,1.0607864386901213,-0.5539463298778147,0,0.8660280448216677,0.1339719551783323
0.3975756065677046,-0.20758087167009215,-0.40059368392271116,-0.662574789270545,0.9804657460120031,0.7669509568426438,-1.4391205687439839,0.2024185007040422,-0.12350134626008903,0,0.6551057834693104,0.3448942165306896
2.1918889047002996,0.886974831726216,-1.0416156922735627,-0.662574789270545,0.24187591412211362,0.1572859023702201,-1.4391205687439839,0.20932280900441594,0.09172114554877378,0,0.4928492936298686,0.5071507063701314
-1.0976854752094583,0.4960620805132488,0.24042832442814044,-0.662574789270545,0.9804657460120031,-0.7572116793384154,0.2699432569828394,0.07300316236526419,-1.1996138053044032,0,0.9096986849521679,0.0903013150478321
0.09852339021227201,-0.1293983214274987,0.24042832442814044,-0.662574789270545,-1.2353037496576653,-0.4523791521022036,0.2699432569828394,-0.1211198451429028,-0.12350134626008903,0,0.7103210557949573,0.28967894420504264
-0.4995810424985931,0.3396969800280619,0.24042832442814044,-0.662574789270545,0.9804657460120031,0.7669509568426438,0.2699432569828394,-0.5430138481273191,-1.1996138053044032,0,0.8481005365632271,0.15189946343677288
-1.3967376915648908,-0.28576342191268556,-1.6826377006244144,-0.662574789270545,-0.4967139177677758,1.9862810657874912,0.2699432569828394,0.07300316236526419,-0.33872383806895184,0,0.8912234670541797,0.10877653294582036
0.09852339021227201,0.10514932930028162,-1.0416156922735627,-0.662574789270545,-1.2353037496576653,-1.0620442065746272,1.124475169846251,-0.5740722351752424,-0.33872383806895184,0,0.7465952574447187,0.25340474255528134
-0.7986332588540256,-0.20758087167009215,0.24042832442814044,0.9206583563815717,-0.4967139177677758,-0.14754662486599174,1.124475169846251,-0.5740722351752424,0.09172114554877378,1,0.9135149513501684,0.08648504864983161
-1.3967376915648908,0.2615144297854685,0.881450332778992,-0.662574789270545,0.9804657460120031,0.7669509568426438,0.2699432569828394,-0.4446581909898478,1.5982785882108135,0,0.9082398199047256,0.09176018009527445
0.09852339021227201,-0.20758087167009215,0.881450332778992,0.9206583563815717,-1.2353037496576653,-0.4523791521022036,0.2699432569828394,-0.496424326325359,-1.1996138053044032,0,0.8392846880258241,0.1607153119741759
-0.4995810424985931,-0.051215771184905265,0.881450332778992,-0.662574789270545,-1.2353037496576653,-0.4523791521022036,1.124475169846251,-0.5740722351752424,-0.33872383806895184,0,0.8017733401619079,0.19822665983809204
-0.4995810424985931,1.6688003341521505,-1.0416156922735627,-0.662574789270545,0.9804657460120031,0.7669509568426438,0.2699432569828394,-0.11257843281254346,-0.5539463298778147,0,0.9362335083066127,0.06376649169338734
1.2947322556340022,-0.20758087167009215,0.881450332778992,0.9206583563815717,-1.2353037496576653,-0.4523791521022036,-1.4391205687439839,0.9821459141951796,-0.7691688216866774,0,0.6773060073237178,0.3226939926762822
1.5937844719894347,0.3396969800280619,-1.0416156922735627,-0.662574789270545,-0.4967139177677758,0.46211842960643196,1.124475169846251,-0.5740722351752424,-0.33872383806895184,1,0.515532074429106,0.484467925570894
-0.20052882614316053,-0.20758087167009215,0.24042832442814044,0.9206583563815717,0.9804657460120031,-0.7572116793384154,0.2699432569828394,-0.5481904616608702,0.5221661291664994,0,0.8636311880450813,0.13636881195491873
-1.0976854752094583,0.6524271809984357,0.881450332778992,0.9206583563815717,0.9804657460120031,-0.7572116793384154,1.124475169846251,-0.5740722351752424,0.09172114554877378,0,0.9590397533110119,0.04096024668898814
-0.20052882614316053,-0.28576342191268556,-1.0416156922735627,-0.662574789270545,-1.2353037496576653,-0.4523791521022036,0.2699432569828394,0.047120094697508594,-0.33872383806895184,0,0.7474080899581429,0.2525919100418571
-1.0976854752094583,-0.6766761731256528,1.5224723411298435,-0.662574789270545,0.9804657460120031,-0.7572116793384154,1.124475169846251,-0.5740722351752424,-0.33872383806895184,0,0.8025047385653361,0.19749526143466395
-1.9948421242757557,-0.8330412736108397,-1.0416156922735627,-0.662574789270545,0.9804657460120031,-0.7572116793384154,1.124475169846251,-0.5740722351752424,0.09172114554877378,0,0.8898252441401545,0.11017475585984549
-0.4995810424985931,0.886974831726216,0.881450332778992,-0.662574789270545,-0.4967139177677758,1.9862810657874912,0.2699432569828394,-0.5507787684276457,1.167833604593088,0,0.8852453857405471,0.11475461425945288
